ID	Property	原文	英訳	絶対時間	Type	RDF用コメント	修正コメント	修正作業
477	hasPredicate	麻痺した	beParalyzed					
477	Who	モーティマー	Mortimer				then 478?	
478	対象文	モーティマーは椅子に崩れ落ちた	Mortimer fell into a chair					
478	情報源	スタンデールの発言	Standale's remarks					
478	hasPredicate	崩れ落ちた	collapse					
478	Who	モーティマー	Mortimer					
478	On	椅子	Chair					
479	対象文	スタンデールは以下のように脅した	Standale threatened as follows					
479	情報源	スタンデールの発言	Standale's remarks					
479	hasPredicate	脅した	threaten					
479	Who	スタンデール	Standale					
479	How	480	480					
480	対象文	スタンデールはモーティマーを撃つ	Standale shoots Mortimer					
480	情報源	スタンデールの発言	Standale's remarks					
480	hasPredicate	撃つ	shoot					
480	Who	スタンデール	Standale					
480	What	モーティマー	Mortimer					
480	if	481	481					
481	対象文	もし、モーティマーが部屋から出る	If the Mortimer leaves the room					
481	情報源	スタンデールの発言	Standale's remarks					
481	hasPredicate	出る	go					
481	Who	モーティマー	Mortimer					
481	From	部屋	room					
482	対象文	スタンデールはランプに火をつけた	Standale lit the lamp					
482	情報源	スタンデールの発言	Standale's remarks					
482	hasPredicate	つけた	turnOn					
482	Who	スタンデール	Standale					
482	To	ランプ	lamp					
482	What	火	fire				then 483?	
483	対象文	スタンデールは粉薬を乗せた	Standale loaded powder					
483	情報源	スタンデールの発言	Standale's remarks					
483	hasPredicate	乗せた	putOn					
483	Who	スタンデール	Standale					
483	What	粉薬	Powder medicine				then 484?	
484	対象文	スタンデールは窓の外に立った	Standale stood out of the window					
484	情報源	スタンデールの発言	Standale's remarks					
484	hasPredicate	立った	stand					
484	Who	スタンデール	Standale					
484	Where	窓の外	Outside of window			MOD	then 485?	
485	対象文	スタンデールは銃を構えた	Standale got a gun					
485	情報源	スタンデールの発言	Standale's remarks					
485	hasPredicate	構えた	hold					
485	Who	スタンデール	Standale					
485	What	銃	gun					
485	then	486	486					
486	対象文	5分後、モーティマーは死んだ	Five minutes later, Mortimer died					
486	情報源	スタンデールの発言	Standale's remarks					
486	hasPredicate	死んだ	die					
486	Who	モーティマー	Mortimer					
486	When	5分後、モーティマーは死んだ	Five minutes later of death of Mortimer			MOD	モーティマーは死んだ 　の削除	
487	対象文	捜査の出発点は窓枠の砂利だった	The starting point of the investigation was the gravel on the window frame					
487	情報源							
487	hasPredicate	だった	equalTo					
487	What	砂利	gravel					
487	Who	捜査の出発点	Starting point of investigation					
487	On	窓枠	frame of Window			MOD		
488	対象文	牧師館の庭において、砂利はなかった	There was no gravel in the parishion garden					
488	情報源							
488	hasPredicate	なかった	notExist					
488	Who	砂利	gravel					
488	Where	牧師館の庭	garden of pastoral hall					
489	対象文	スタンデールのコテージの庭で、ホームズは砂利を見つけた	In the yard of the cottage in Standale, Holmes found gravel					
489	情報源							
489	hasPredicate	見つけた	find					
489	Who	ホームズ	Holmes					
489	What	砂利	gravel					
489	Where	スタンデールのコテージの庭	garden of Cottage of Standale			MOD		
