ID	Property	原文	英訳	絶対時間	Type	RDF用コメント	修正コメント	修正作業		
102	Who	サザランド	Sutherland		Person					
102	What	親	parents		Object		「に」は不要			
103	対象文	サザランドは親にお金を預けている	Sutherland keeps money with her parents							
103	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
103	hasPredicate	預けている	keep							
103	Who	サザランド	Sutherland		Person					
103	What	お金	money		Object	MOD				
103	Whom	親	parent		Person			Whom		
103	When	104	104							
104	対象文	サザランドは親といる	Sutherland is with parents			MOD				
104	hasPredicate	いる	beTogether			MOD				
104	Who	サザランド	Sutherland			MOD				
104	What	親	parents of Sutherland			MOD				
105	対象文	ウィンディバンクは利回りから四分の一を引き出す	Windybank draws a quarter from the yield							
105	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
105	hasPredicate	引き出す	pullOut		#ORG:hasPredicate:Pull out					
105	Who	ウィンディバンク	Windybank		Person					
105	From	利回り	yield		Object		fromは変，もしくは「利回り」を書き換えるべき	From		
105	What	四分の一	one quarter		Object		「四分の一」では意味が通らない			
106	対象文	ウィンディバンクはサザランドの母に渡す	Windybank passes to mother of Sutherland							
106	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
106	hasPredicate	渡す	handOver		#ORG:hasPredicate:hand over					
106	Who	ウィンディバンク	Windybank		Person					
106	Whom	サザランドの母	mother of Sutherland		Person	MOD	人物名がないか確認	Whom		
107	対象文	サザランドはサザランドの稼ぎで十分である	Sutherland earns enough for Sutherland							
107	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
107	hasProperty	十分である	enough		#ORG:hasPredicate:Enough					
107	Who	サザランド	Sutherland		Person					
107	What	サザランドの稼ぎで	income of Sutherland		Object	MOD	「で」は不要			
108	対象文	サザランドは1枚で2ペンスを得る	Sutherland gets 2 pence with one							
108	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
108	hasPredicate	得る	obtain							
108	Who	サザランド	Sutherland		Person					
108	What	1枚で	one sheet		Object		「で」は不要			
108	What	2ペンス	2 pence		Object					
109	対象文	サザランドは１日で最大20枚を処理する	Sutherland processes up to 20 cards in a day							
109	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
109	hasPredicate	処理する	process		#ORG:hasPredicate:Process					
109	Who	サザランド	Sutherland		Person					
109	What	最大20枚	Up to 20 sheets		Object					
109	When	１日	1 day							
110	対象文	ホームズはサザランドとホズマとの関係をサザランドに聞く	Holmes listens to Sutherland about the relationship between Sutherland and Hosma							
110	情報源									
110	hasPredicate	聞く	listen							
110	Who	ホームズ	Holmes		Person					
110	What	サザランドとホズマとの関係	relation of Hosma		Object	MOD	betweenを語彙として追加する必要がある？あるいはofにする？			
110	Whom	サザランド	Sutherland		Person			Whom		
111	対象文	サザランドは顔を赤らめる	Sutherland blushes							
111	情報源									
111	hasPredicate	赤らめる	blush							
111	Who	サザランド	Sutherland		Person					
111	What	顔	face		Object					
112	対象文	サザランドは上着の袖をつまむ	Sutherland pinches the sleeves of the jacket							
112	情報源									
112	hasPredicate	つまむ	hold		#ORG:hasPredicate:Hold					
112	Who	サザランド	Sutherland		Person					
112	What	上着の袖	sleeve of Jacket		Object	MOD				
113	対象文	サザランドは以下を言った	Sutherland said the following							
113	情報源									
113	hasPredicate	言う	say					「言った」→「言う」		
113	Who	サザランド	Sutherland		Person					
113	What	114-124,126	114,115,116,117,118,119,120,121,122,123,124,126							
114	対象文	サザランドはガス工組合の舞踏会でホズマと出会う	Sutherland Meets Hozma at the Gas Industry Association Ball							
114	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
114	hasPredicate	出会う	meet							
114	Who	サザランド	Sutherland		Person					
114	Where	ガス工組合の舞踏会	dance of Gas Industry		Object	MOD	where?			
114	What	ホズマ	Hozma		Person		「と」は不要			
115	対象文	サザランドの父はガス工組合の舞踏会の招待状をサザランドに送っていた	Sutherland's father had sent an invitation to the Gas Association&#39;s ball to Sutherland							
115	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
115	hasPredicate	送っている	send					「送っていた」→「送っている」		#ORG:hasPredicate:Send
115	Who	サザランドの父	father of Sutherland		Person	MOD	対応する人物名がないか確認			
115	What	ガス工組合の舞踏会の招待状	invitation of dance of Gas Industry		Object	MOD	ofで繋げる			
115	Whom	サザランド	Sutherland		Person			Whom		
116	対象文	サザランドとサザランドの母はサザランドの父の死後も舞踏会に行った	Sutherland's and Sutherland&#39;s mother went to the ball after Sutherland&#39;s father&#39;s death							
116	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
116	hasPredicate	行く	go					「行った」→「行く」		
116	Who	サザランド	Sutherland		Person					
116	Who	サザランドの母	mother of Sutherland		Person	MOD		2名を分割		
116	When	サザランドの父の死後	After death of father of Sutherland			MOD				
116	To	舞踏会	dance		Object		「に」は不要	To		
117	対象文	ウィンディバンクは以下を承知しない	Windybank does not know							
117	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
117	hasPredicate	承知しない	notAccept		#ORG:hasPredicate:not accept					
117	Who	ウィンディバンク	Windybank		Person					
117	What	118	118		Object			IDに変更		
118	対象文	サザランドとサザランドの母が舞踏会に行く	Sutherland and mother of Sutherland go to a ball							
118	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
118	hasPredicate	行く	go							
118	Who	サザランド	Sutherland		Person					
118	Who	サザランドの母	mother of Sutherland		Person	MOD	対応する人物名がいないか確認	2名を分割		
118	To	舞踏会	dance		Object			To		
119	対象文	サザランドとサザランドの母が外出する	Sutherland and mother of Sutherland go out							
119	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
119	hasPredicate	外出する	goOut		#ORG:hasPredicate:go out					
119	Who	サザランド	Sutherland		Person					
119	Who	サザランドの母	mother of Sutherland		Person	MOD	対応する人物名がいないか確認	2名を分割		
120	対象文	ウィンディバンクは以下で狂う	Windybank goes mad below							
120	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
120	hasPredicate	狂う	goCrazy		#ORG:hasPredicate:Go crazy					
120	Who	ウィンディバンク	Windybank		Person					
120	What	121	121		Object		because 121に変更	IDに変更		
121	対象文	サザランドが日曜学校の催しに行く	Sutherland goes to Sunday school event							
121	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
121	hasPredicate	行く	go							
121	Who	サザランド	Sutherland		Person					
121	To	日曜学校の催し	Sunday school events		Object			To		
122	対象文	サザランドは舞踏会参加を言った	Sutherland told the ball to join							
122	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
122	hasPredicate	言う	say					「言った」→「言う」		
122	Who	サザランド	Sutherland		Person					
122	What	舞踏会参加	participation of dance		Object	MOD	分割したほうが良いのでは？			
123	対象文	ウィンディバンクはサザランドを止められない	Windybank can not stop Sutherland							
123	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
123	hasPredicate	止められない	cannotStop		#ORG:hasPredicate:can not stop					
123	Who	ウィンディバンク	Windybank		Person					
123	What	サザランド	Sutherland		Person					
124	対象文	ウィンディバンクは以下を言う	Windybank says							
124	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
124	hasPredicate	言う	say							
124	Who	ウィンディバンク	Windybank		Person					
124	What	125	125		Object					
125	対象文	舞踏会の人は価値を持たない	People in the ball have no value							
125	情報源	ウィンディバンクの発言	Remark by Windybank					ウィンディバンクの発言		
125	hasPredicate	持たない	notHave		#ORG:hasPredicate:Not Have					
125	Who	舞踏会の人	people of dance		Object	MOD				
125	What	価値	value		Object					
126	対象文	サザランドの父の友人は舞踏会に参加している	Sutherland's father&#39;s friend participates in a ball							
126	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
126	hasPredicate	参加している	joining		#ORG:hasPredicate:I'm joining					
126	Who	サザランドの父の友人	friend of father of Sutherland		Object	MOD				
126	Where	舞踏会	dance		Object					
127	対象文	ウィンディバンクは以下を言った	Windybank said							
127	情報源									
127	hasPredicate	言う	say					「言った」→「言う」		
127	Who	ウィンディバンク	Windybank		Person					
127	What	128	128		Object					
128	対象文	サザランドは着る服を持たない	Sutherland has no clothes to wear							
